acteurs,box_office_url,duree,entrees,genre,realisateur,titre
"Dali Benssalah,Sami Slimane,Anthony Bajon",https://www.allocine.fr/film/fichefilm_gen_cfilm=294589.html,97,,"Action,Drame,Thriller",Romain Gavras,Athena
"Aldis Hodge,Pierce Brosnan",https://www.allocine.fr/film/fichefilm-253389/box-office/,Non valide,713308,,,Black Adam
" Artus,Pauline Clément",https://www.allocine.fr/film/fichefilm-290507/box-office/,Non valide,242165,Comédie,,Menteur
"Oulaya Amamra,Raphaël Quenard",https://www.allocine.fr/film/fichefilm-286635/box-office/,Non valide,14212,"Comédie,Romance",,Fragile
"Nicole Kidman,Claes Bang",https://www.allocine.fr/film/fichefilm-278182/box-office/,Non valide,137676,"Action,Historique",,The Northman
"Chris Hemsworth,Natalie Portman,Christian Bale",https://www.allocine.fr/film/fichefilm-275207/box-office/,119,,"Action,Aventure,Fantastique",Taika Waititi,Thor: Love And Thunder
"Marica Soyer,Alexis Michalik",https://www.allocine.fr/film/fichefilm-291946/box-office/,Non valide,36528,Drame,,Une histoire d’amour
"Florian Teichtmeister,Katharina Lorenz",https://www.allocine.fr/film/fichefilm-287317/box-office/,Non valide,35145,,,Corsage
"Léa Seydoux,Kristen Stewart",https://www.allocine.fr/film/fichefilm-292500/box-office/,Non valide,52886,,,Les Crimes du Futur
"Asher Angel,Jack Dylan Grazer",https://www.allocine.fr/film/fichefilm-273207/box-office/,Non valide,262525,,,Shazam! La Rage des Dieux
"Oscar Kightley, Kaimana",https://www.allocine.fr/film/fichefilm-276287/box-office/,Non valide,17490,,,Une équipe de rêve
"Steve Carell,Gérard Darmon",https://www.allocine.fr/film/fichefilm-248481/box-office/,Non valide,1360765,,"Brad Ableson,Jonathan Del Val",Les Minions 2 : Il était une fois Gru
"Quim Gutiérrez,Charlie Vauselle",https://www.allocine.fr/film/fichefilm-281831/box-office/,Non valide,55090,Drame,,L'Île rouge
"Benjamin Lavernhe,Olivia Côte",https://www.allocine.fr/film/fichefilm-272217/box-office/,Non valide,173550,"Comédie,Romance",,Antoinette dans les Cévennes
"Moshe Lobel,Saul Rubinek,Antoine Millet",https://www.allocine.fr/film/fichefilm-314887/box-office/,114,,Historique,Ady Walter,SHTTL
"Nicolas Fustier,Pablo Pauly,Julia Piaton",https://www.allocine.fr/film/fichefilm_gen_cfilm=278852.html,Non valide,,,Vincent Duquesne,Garder Ton Nom
"Laure Calamy,Doria Tillier,Dominique Blanc",https://www.allocine.fr/film/fichefilm-285265/box-office/,123,,"Drame,Thriller",Sébastien Marnier,L'Origine du mal
"Bernard Campan,Alexandre Jollien,Tiphaine Daviot",https://www.allocine.fr/film/fichefilm-284465/box-office/,92,,"Comédie,Drame","Bernard Campan,Alexandre Jollien",Presque
"Ben Affleck,Henry Cavill,Gal Gadot",https://www.allocine.fr/film/fichefilm_gen_cfilm=283327.html,242,,"Action,Aventure,Fantastique",Zack Snyder,Zack Snyder's Justice League
"Adila Bendimerad,Abdallah Charki,Lyes Salem",https://www.allocine.fr/film/fichefilm-310197/box-office/,91,,Comédie,Malik Chibane,Ma part de Gaulois
"Aïssatou Diallo Sagna,Suzy Bemba,Esther Gohourou",https://www.allocine.fr/film/fichefilm-306156/box-office/,107,,Drame,Catherine Corsini,Le Retour
"Natalie Portman,Christian Bale",https://www.allocine.fr/film/fichefilm-275207/box-office/,Non valide,1150926,,,Thor: Love And Thunder
"Carlos PenaVega,Carlos PenaVega,Sumalee Montano",https://www.allocine.fr/film/fichefilm_gen_cfilm=326371.html,85,,"Aventure,Animation,Comédie",Miguel Puga,Bienvenue chez les Casagrandes : Le film
"Bo Huang,Fei Hsiang, Li Xuejian",https://www.allocine.fr/film/fichefilm_gen_cfilm=276497.html,148,,"Action,Aventure,Drame", Wuershan,Creation of the Gods I: Kingdom of Storms
"Gérard Depardieu,Fanny Ardant,Benoît Poelvoorde",https://www.allocine.fr/film/fichefilm-294401/box-office/,97,,Drame,Jean Becker,Les Volets verts
"Guillaume De Tonquédec,Victor Belmondo,Guilaine Londez",https://www.allocine.fr/film/fichefilm-258503/box-office/,99,,Drame,Olivier Peyon,Arrête avec tes mensonges
"Mimie Mathy,Mathieu Delarive,Juliette Chêne",https://www.allocine.fr/film/fichefilm_gen_cfilm=288458.html,90,,"Policier,Drame",François Guérin (II),Le Prix de la trahison
"Valérie Bonneton,Camille Chamoux,Claire Nadeau",https://www.allocine.fr/film/fichefilm-288851/box-office/,88,,Comédie,Laurent Tirard,Juste ciel !
"Alexandre Jollien,Tiphaine Daviot",https://www.allocine.fr/film/fichefilm-284465/box-office/,Non valide,151276,"Comédie,Drame",Alexandre Jollien,Presque
"Saul Rubinek,Antoine Millet",https://www.allocine.fr/film/fichefilm-314887/box-office/,Non valide,1987,Historique,,SHTTL
"Doria Tillier,Dominique Blanc",https://www.allocine.fr/film/fichefilm-285265/box-office/,Non valide,56107,"Drame,Thriller",,L'Origine du mal
"Eddie Redmayne,Jude Law,Mads Mikkelsen",https://www.allocine.fr/film/fichefilm-228087/box-office/,142,,"Aventure,Fantastique",David Yates,Les Animaux Fantastiques : les Secrets de Dumbledore
"Yahya Abdul-Mateen II,Sacha Baron Cohen,Joseph Gordon-Levitt",https://www.allocine.fr/film/fichefilm_gen_cfilm=130085.html,129,,"Drame,Historique,Thriller",Aaron Sorkin,Les Sept de Chicago
"Gerard Butler,Mike Colter,Yoson An",https://www.allocine.fr/film/fichefilm-278585/box-office/,108,,"Action,Thriller",Jean-François Richet,Mayday
"Famke Janssen,Rose Williams,Alex Hassell",https://www.allocine.fr/film/fichefilm_gen_cfilm=311573.html,96,,"Drame,Thriller",Nour Wazzi,Locked In
"Emilia Jones,Marlee Matlin,Eugenio Derbez",https://www.allocine.fr/film/fichefilm_gen_cfilm=276170.html,111,,Drame,Siân Heder,CODA
"Félix Lefebvre,Benjamin Voisin,Philippine Velge",https://www.allocine.fr/film/fichefilm-274837/box-office/,101,,Drame,François Ozon,Eté 85
" Christopher,Inga Ibsdotter Lilleaas,Christine Albeck Børge",https://www.allocine.fr/film/fichefilm_gen_cfilm=314506.html,98,,"Drame,Musical,Romance",Mehdi Avaz,A Beautiful Life
"Carrie Crowley,Andrew Bennett,Catherine Clinch",https://www.allocine.fr/film/fichefilm-299438/box-office/,96,,Drame,Colm Bairéad,The Quiet Girl
"Saoirse Ronan,Paul Mescal,Aaron Pierre",https://www.allocine.fr/film/fichefilm_gen_cfilm=263827.html,110,,"Drame,Science Fiction,Thriller",Garth Davis,Le Remplaçant
"Emma Stone,Emma Thompson,Joel Fry",https://www.allocine.fr/film/fichefilm-224395/box-office/,134,,"Comédie,Drame,Famille",Craig Gillespie,Cruella
"Florence Pugh,Harry Styles,Chris Pine",https://www.allocine.fr/film/fichefilm-276064/box-office/,123,,Thriller,Olivia Wilde,Don't Worry Darling
"Ryan Michelle Bathe,Luke Camilleri,Cassandra Sawtell",https://www.allocine.fr/film/fichefilm_gen_cfilm=327369.html,87,,Thriller,Constance Zimmer,Le garçon dans les murs
"Jean-Paul Rouve,Isabelle Nanty,Michel Blanc",https://www.allocine.fr/film/fichefilm-270653/box-office/,101,,Comédie,Olivier Baroux,Les Tuche 4
"Ramzy Bedia,Noémie Lvovsky,Abbes Zahmani",https://www.allocine.fr/film/fichefilm-288266/box-office/,97,,Comédie,Baya Kasmi,Youssef Salem a du succès
"Ricardo Gómez,Vicky Luengo,Pere Ponce",https://www.allocine.fr/film/fichefilm_gen_cfilm=286951.html,Non valide,,"Policier,Thriller",Óscar Aibar,The Replacement
"Colin Farrell,Viggo Mortensen,Joel Edgerton",https://www.allocine.fr/film/fichefilm_gen_cfilm=282400.html,147,,Drame,Ron Howard,Treize vies
"Benedict Cumberbatch,Kirsten Dunst,Jesse Plemons",https://www.allocine.fr/film/fichefilm_gen_cfilm=274038.html,128,,"Drame,Western",Jane Campion,The Power of the Dog
"Maël Rouin Berrandou,Judith Chemla,Dali Benssalah",https://www.allocine.fr/film/fichefilm-283587/box-office/,108,,Drame,Yohan Manca,Mes frères et moi
"Hugh Bonneville,Michelle Dockery,Elizabeth McGovern",https://www.allocine.fr/film/fichefilm-279664/box-office/,126,,"Drame,Historique",Simon Curtis,Downton Abbey II : Une nouvelle ère
"Jude Law,Mads Mikkelsen",https://www.allocine.fr/film/fichefilm-228087/box-office/,Non valide,1132062,"Aventure,Fantastique",,Les Animaux Fantastiques : les Secrets de Dumbledore
"Mike Colter,Yoson An",https://www.allocine.fr/film/fichefilm-278585/box-office/,Non valide,160006,"Action,Thriller",,Mayday
"Andrew Bennett,Catherine Clinch",https://www.allocine.fr/film/fichefilm-299438/box-office/,Non valide,31800,Drame,,The Quiet Girl
"Emma Thompson,Joel Fry",https://www.allocine.fr/film/fichefilm-224395/box-office/,Non valide,379133,,,Cruella
"Benjamin Voisin,Philippine Velge",https://www.allocine.fr/film/fichefilm-274837/box-office/,Non valide,137684,Drame,,Eté 85
"Harry Styles,Chris Pine",https://www.allocine.fr/film/fichefilm-276064/box-office/,Non valide,151272,Thriller,,Don't Worry Darling
"Camille Chamoux,Claire Nadeau",https://www.allocine.fr/film/fichefilm-288851/box-office/,Non valide,61457,Comédie,,Juste ciel !
"Robert Maaser,Jördis Triebel,Marie Hacke",https://www.allocine.fr/film/fichefilm_gen_cfilm=283602.html,100,,"Action,Drame,Guerre",Peter Thorwarth,Blood & Gold
"Marina Foïs,Benjamin Voisin,Jean-Charles Clichet",https://www.allocine.fr/film/fichefilm-291127/box-office/,89,,Comédie,Didier Barcelo,En roue libre
"Philipp Hochmair,Johannes Allmayer,Maximilian Brückner",https://www.allocine.fr/film/fichefilm-289843/box-office/,108,,"Drame,Historique",Matti Geschonneck,La Conférence
"Ana de Armas,Julianne Nicholson,Bobby Cannavale",https://www.allocine.fr/film/fichefilm_gen_cfilm=181923.html,166,,"Biopic,Drame",Andrew Dominik,Blonde
"Victor Belmondo,Guilaine Londez",https://www.allocine.fr/film/fichefilm-258503/box-office/,Non valide,48547,Drame,,Arrête avec tes mensonges
"Fanny Ardant,Benoît Poelvoorde",https://www.allocine.fr/film/fichefilm-294401/box-office/,Non valide,150419,Drame,,Les Volets verts
"Judith Chemla,Dali Benssalah",https://www.allocine.fr/film/fichefilm-283587/box-office/,Non valide,45784,Drame,,Mes frères et moi
"Suzy Bemba,Esther Gohourou",https://www.allocine.fr/film/fichefilm-306156/box-office/,Non valide,22450,Drame,,Le Retour
"Yûya Endô,Kanji Tsuda,Yuya Matsuura",https://www.allocine.fr/film/fichefilm-259606/box-office/,167,,"Drame,Historique,Guerre",Arthur Harari,Onoda - 10 000 nuits dans la jungle
"Harris Dickinson,Lola Campbell,Alin Uzun",https://www.allocine.fr/film/fichefilm-311200/box-office/,84,,"Comédie,Drame",Charlotte Regan,Scrapper
"Michelle Dockery,Elizabeth McGovern",https://www.allocine.fr/film/fichefilm-279664/box-office/,Non valide,181353,"Drame,Historique",,Downton Abbey II : Une nouvelle ère
"Will Smith,Ben Foster,Charmaine Bingwa",https://www.allocine.fr/film/fichefilm_gen_cfilm=284509.html,132,,"Action,Drame,Historique",Antoine Fuqua,Emancipation
"Denis Ménochet,Zar Amir Ebrahimi,Victoire Du Bois",https://www.allocine.fr/film/fichefilm-264704/box-office/,94,,Thriller,Guillaume Renusson,Les Survivants
"Chris Hemsworth,Rudhraksh Jaiswal,Randeep Hooda",https://www.allocine.fr/film/fichefilm_gen_cfilm=267389.html,116,,"Action,Thriller",Sam Hargrave,Tyler Rake
"Sofia Kappel,Revika Reustle,Evelyn Claire",https://www.allocine.fr/film/fichefilm-273348/box-office/,109,,Drame,Ninja Thyberg,Pleasure
"Nicolas Marié,Maud Baecker,Fabrice Deville",https://www.allocine.fr/film/fichefilm_gen_cfilm=281853.html,90,,Policier,Emmanuelle Dubergey,Les Mystères de la chorale
"Frank Grillo,Mekhi Phifer,Jaime King",https://www.allocine.fr/film/fichefilm_gen_cfilm=300494.html,90,,"Action,Thriller",Christian Sesma,Lights Out
"Benjamin Voisin,Jean-Charles Clichet",https://www.allocine.fr/film/fichefilm-291127/box-office/,Non valide,36624,Comédie,,En roue libre
"Johannes Allmayer,Maximilian Brückner",https://www.allocine.fr/film/fichefilm-289843/box-office/,Non valide,33680,"Drame,Historique",,La Conférence
"Kanji Tsuda,Yuya Matsuura",https://www.allocine.fr/film/fichefilm-259606/box-office/,Non valide,14592,,,Onoda - 10 000 nuits dans la jungle
"Lola Campbell,Alin Uzun",https://www.allocine.fr/film/fichefilm-311200/box-office/,Non valide,10433,"Comédie,Drame",,Scrapper
"Virginie Efira,Charlotte Rampling,Daphne Patakia",https://www.allocine.fr/film/fichefilm-255795/box-office/,131,,"Drame,Historique,Romance",Paul Verhoeven,Benedetta
"Omar Sy,Alassane Diong,Jonas Bloquet",https://www.allocine.fr/film/fichefilm-289236/box-office/,101,,"Drame,Historique,Guerre",Mathieu Vadepied,Tirailleurs
"Michael B. Jordan,Tessa Thompson,Jonathan Majors",https://www.allocine.fr/film/fichefilm-277129/box-office/,117,,Drame,Michael B. Jordan,Creed III
"Megan Suri,Neeru Bajwa,Mohana Krishnan",https://www.allocine.fr/film/fichefilm-313127/box-office/,99,,Epouvante-horreur,Bishal Dutta,Inside
"Ana de Armas,Chris Evans,Adrien Brody",https://www.allocine.fr/film/fichefilm_gen_cfilm=295817.html,116,,"Action,Comédie,Romance",Dexter Fletcher,Ghosted
"Monica Bellucci,Vincent Cassel,Albert Dupontel",https://www.allocine.fr/film/fichefilm-275913/box-office/,90,,"Drame,Thriller",Gaspar Noé,Irréversible - Inversion Intégrale
"Lily Tomlin,Jane Fonda,Rita Moreno",https://www.allocine.fr/film/fichefilm-302248/box-office/,99,,Comédie,Kyle Marvin,Tom Brady à tout prix
"Tammin Sursok,Monroe Cline,Kaylan Montgomery",https://www.allocine.fr/film/fichefilm_gen_cfilm=327371.html,95,,"Drame,Thriller",Traci Hays,Dans la peau de ma fille
"Noémie Lvovsky,Abbes Zahmani",https://www.allocine.fr/film/fichefilm-288266/box-office/,Non valide,72216,Comédie,,Youssef Salem a du succès
"Revika Reustle,Evelyn Claire",https://www.allocine.fr/film/fichefilm-273348/box-office/,Non valide,11214,Drame,,Pleasure
"Isabelle Nanty,Michel Blanc",https://www.allocine.fr/film/fichefilm-270653/box-office/,Non valide,852098,Comédie,,Les Tuche 4
"Georgina Campbell,Bill Skarsgård,Justin Long",https://www.allocine.fr/film/fichefilm-279104/box-office/,103,,"Epouvante-horreur,Thriller",Zach Cregger,Barbare
"Paul Rudd,Evangeline Lilly,Michael Douglas",https://www.allocine.fr/film/fichefilm-261724/box-office/,121,,"Action,Aventure,Science Fiction",Peyton Reed,Ant-Man et la Guêpe : Quantumania
"Liam Neeson,Guy Pearce,Taj Atwal",https://www.allocine.fr/film/fichefilm-232918/box-office/,114,,"Action,Thriller",Martin Campbell,Memory
"Zar Amir Ebrahimi,Victoire Du Bois",https://www.allocine.fr/film/fichefilm-264704/box-office/,Non valide,38064,Thriller,,Les Survivants
"Shailene Woodley,Felicity Jones,Joe Alwyn",https://www.allocine.fr/film/fichefilm_gen_cfilm=276272.html,109,,"Drame,Romance",Augustine Frizzell,La dernière lettre de son amant
"Mia Wasikowska,Sidse Babett Knudsen,Amir El-Masry",https://www.allocine.fr/film/fichefilm-294230/box-office/,110,,"Drame,Thriller",Jessica Hausner,Club Zero
"Camille Chamoux,Damien Bonnard,Ariane Ascaride",https://www.allocine.fr/film/fichefilm-290254/box-office/,92,,"Comédie dramatique,Romance",Ilan Klipper,Le Processus de paix
"Romain Duris,Emma Mackey,Pierre Deladonchamps",https://www.allocine.fr/film/fichefilm-254015/box-office/,109,,"Biopic,Comédie,Drame",Martin Bourboulon,Eiffel
"Guy Pearce,Taj Atwal",https://www.allocine.fr/film/fichefilm-232918/box-office/,Non valide,,"Action,Thriller",,Memory
"Bill Skarsgård,Justin Long",https://www.allocine.fr/film/fichefilm-279104/box-office/,Non valide,,"Epouvante-horreur,Thriller",,Barbare
"Vincent Cassel,Albert Dupontel",https://www.allocine.fr/film/fichefilm-275913/box-office/,Non valide,2905,"Drame,Thriller",,Irréversible - Inversion Intégrale
"Evangeline Lilly,Michael Douglas",https://www.allocine.fr/film/fichefilm-261724/box-office/,Non valide,735356,,,Ant-Man et la Guêpe : Quantumania
"Jane Fonda,Rita Moreno",https://www.allocine.fr/film/fichefilm-302248/box-office/,Non valide,,Comédie,,Tom Brady à tout prix
"Benedict Cumberbatch,Elizabeth Olsen,Chiwetel Ejiofor",https://www.allocine.fr/film/fichefilm-251390/box-office/,126,,"Action,Aventure,Fantastique",Sam Raimi,Doctor Strange in the Multiverse of Madness
"Tessa Thompson,Jonathan Majors",https://www.allocine.fr/film/fichefilm-277129/box-office/,Non valide,1105921,Drame,,Creed III
"Neeru Bajwa,Mohana Krishnan",https://www.allocine.fr/film/fichefilm-313127/box-office/,Non valide,43573,Epouvante-horreur,,Inside
"Clint Eastwood,Dwight Yoakam,Daniel V. Graulau",https://www.allocine.fr/film/fichefilm-193802/box-office/,104,,"Drame,Western",Clint Eastwood,Cry Macho
"Charlotte Rampling,Daphne Patakia",https://www.allocine.fr/film/fichefilm-255795/box-office/,Non valide,106776,,,Benedetta
"Alassane Diong,Jonas Bloquet",https://www.allocine.fr/film/fichefilm-289236/box-office/,Non valide,456751,,,Tirailleurs
"Patrick Wilson,Vera Farmiga,Ruairi O'Connor",https://www.allocine.fr/film/fichefilm-248235/box-office/,112,,Epouvante-horreur,Michael Chaves,Conjuring 3 : sous l'emprise du diable
"Emma Mackey,Pierre Deladonchamps",https://www.allocine.fr/film/fichefilm-254015/box-office/,Non valide,408803,,,Eiffel
"Damien Bonnard,Ariane Ascaride",https://www.allocine.fr/film/fichefilm-290254/box-office/,Non valide,34918,"Comédie dramatique,Romance",,Le Processus de paix
"Sidse Babett Knudsen,Amir El-Masry",https://www.allocine.fr/film/fichefilm-294230/box-office/,Non valide,9222,"Drame,Thriller",,Club Zero
"Hero Fiennes Tiffin,Josephine Langford,Cora Kirk",https://www.allocine.fr/film/fichefilm_gen_cfilm=307597.html,93,,"Drame,Romance",Castille Landon,After - Chapitre 5
"Tom Hanks,Caleb Landry Jones,Lora Martinez-Cunningham",https://www.allocine.fr/film/fichefilm_gen_cfilm=260221.html,115,,"Drame,Science Fiction",Miguel Sapochnik,Finch
"Daniel Auteuil,Gilles Lellouche,Sara Giraudeau",https://www.allocine.fr/film/fichefilm-280533/box-office/,116,,"Drame,Historique",Fred Cavayé,Adieu Monsieur Haffmann
"Lizzie Brocheré,Christelle Chavanon,Jessica Cressy",https://www.allocine.fr/film/fichefilm_gen_cfilm=324437.html,79,,Comédie,"Jean-Marc Barr,Pascal Arnold",Les Indociles
"Lévanah Solomon,Honor Kneafsey,Lana Ropion",https://www.allocine.fr/film/fichefilm-254359/box-office/,103,,"Aventure,Animation,Famille","Tomm Moore,Ross Stewart",Le Peuple Loup
"Juan Daniel García Treviño,Ester Expósito,Bárbara Mori",https://www.allocine.fr/film/fichefilm_gen_cfilm=284877.html,120,,"Drame,Thriller",Amat Escalante,Lost In The Night
"Emily Blunt,John Krasinski,Cillian Murphy",https://www.allocine.fr/film/fichefilm-264385/box-office/,97,,"Fantastique,Epouvante-horreur,Thriller",John Krasinski,Sans un bruit 2
"Ka Tung Lam,Yase Liu,Mason Lee",https://www.allocine.fr/film/fichefilm-290331/box-office/,118,,"Policier,Drame,Thriller",Soi Cheang,Limbo
"Rakel Lenora Fløttum,Alva Brynsmo Ramstad,Mina Yasmin Bremseth Asheim",https://www.allocine.fr/film/fichefilm-292222/box-office/,117,,"Drame,Fantastique,Thriller",Eskil Vogt,The Innocents
"Vera Farmiga,Ruairi O'Connor",https://www.allocine.fr/film/fichefilm-248235/box-office/,Non valide,665476,Epouvante-horreur,,Conjuring 3 : sous l'emprise du diable
"Dwight Yoakam,Daniel V. Graulau",https://www.allocine.fr/film/fichefilm-193802/box-office/,Non valide,126797,"Drame,Western",,Cry Macho
"Elizabeth Olsen,Chiwetel Ejiofor",https://www.allocine.fr/film/fichefilm-251390/box-office/,Non valide,1438287,,,Doctor Strange in the Multiverse of Madness
"Tawfeek Barhom,Fares Fares,Mohammad Bakri",https://www.allocine.fr/film/fichefilm-280670/box-office/,121,,Thriller,Tarik Saleh,La Conspiration du Caire
"Jaime Vadell,Gloria Münchmeyer,Alfredo Castro",https://www.allocine.fr/film/fichefilm_gen_cfilm=305804.html,110,,"Comédie,Epouvante-horreur",Pablo Larraín,Le Comte
"Hidetoshi Nishijima,Toko Miura,Masaki Okada",https://www.allocine.fr/film/fichefilm-293106/box-office/,177,,"Drame,Romance",Ryūsuke Hamaguchi,Drive My Car
"Jake Gyllenhaal,Riley Keough,Peter Sarsgaard",https://www.allocine.fr/film/fichefilm_gen_cfilm=270330.html,90,,"Drame,Thriller",Antoine Fuqua,The Guilty
"Mark Wahlberg,Chiwetel Ejiofor,Sophie Cookson",https://www.allocine.fr/film/fichefilm_gen_cfilm=254621.html,106,,"Action,Science Fiction,Thriller",Antoine Fuqua,Infinite
"Léa Seydoux,Benjamin Biolay,Juliane Köhler",https://www.allocine.fr/film/fichefilm-271291/box-office/,130,,"Comédie,Drame",Bruno Dumont,France
"Blanche Gardin,Denis Podalydès,Corinne Masiero",https://www.allocine.fr/film/fichefilm-275608/box-office/,106,,Comédie,"Gustave Kervern,Benoît Delépine",Effacer l’historique
"Honor Kneafsey,Lana Ropion",https://www.allocine.fr/film/fichefilm-254359/box-office/,Non valide,42627,,Ross Stewart,Le Peuple Loup
"Abdallah Charki,Lyes Salem",https://www.allocine.fr/film/fichefilm-310197/box-office/,Non valide,5970,Comédie,,Ma part de Gaulois
"Jake Gyllenhaal,Yahya Abdul-Mateen II,Eiza Gonzalez",https://www.allocine.fr/film/fichefilm-240617/box-office/,136,,"Action,Thriller",Michael Bay,Ambulance
"Alice Isaaz,Adam Bessa,Ilan Debrabant",https://www.allocine.fr/film/fichefilm-290946/box-office/,100,,"Drame,Thriller",Thierry Binisti,Le Prix du passage
"John Krasinski,Cillian Murphy",https://www.allocine.fr/film/fichefilm-264385/box-office/,Non valide,228844,,,Sans un bruit 2
"Alva Brynsmo Ramstad,Mina Yasmin Bremseth Asheim",https://www.allocine.fr/film/fichefilm-292222/box-office/,Non valide,11449,,,The Innocents
"Anaïs Demoustier,Tom Mercier,Béatrice Dalle",https://www.allocine.fr/film/fichefilm-280227/box-office/,100,,Drame,Patric Chiha,La Bête Dans La Jungle
"Yase Liu,Mason Lee",https://www.allocine.fr/film/fichefilm-290331/box-office/,Non valide,23509,,,Limbo
"Toko Miura,Masaki Okada",https://www.allocine.fr/film/fichefilm-293106/box-office/,Non valide,48971,"Drame,Romance",,Drive My Car
"Karim Leklou,Shaïn Boumedine,Lubna Azabal",https://www.allocine.fr/film/fichefilm-281971/box-office/,113,,Drame,Rachid Hami,Pour la France
"Alban Ivanov,Sabrina Ouazani,Michèle Bernier",https://www.allocine.fr/film/fichefilm-288925/box-office/,109,,"Comédie,Drame",Jean-Pierre Améris,Les Folies fermières
"Fares Fares,Mohammad Bakri",https://www.allocine.fr/film/fichefilm-280670/box-office/,Non valide,153906,Thriller,,La Conspiration du Caire
"Allison Janney,Jurnee Smollett,Logan Marshall-Green",https://www.allocine.fr/film/fichefilm_gen_cfilm=269313.html,107,,"Action,Policier,Drame",Anna Foerster,Lou
"Pierrette Aboheu Njeuthat,Nancy Karelle Kenmogne Fondjo,Cécile Tchana",https://www.allocine.fr/film/fichefilm-315397/box-office/,93,,Drame,Rosine Mfetgo Mbakam,Mambar Pierrette
"Emilio Sakraya,Dennis Mojen,Florian Schmidtke",https://www.allocine.fr/film/fichefilm_gen_cfilm=314584.html,89,,"Action,Drame",Oliver Kienle,Soixante minutes
"Benjamin Biolay,Juliane Köhler",https://www.allocine.fr/film/fichefilm-271291/box-office/,Non valide,75033,"Comédie,Drame",,France
"Sophia Anne Caruso,Sofia Wylie,Kerry Washington",https://www.allocine.fr/film/fichefilm_gen_cfilm=283592.html,147,,"Action,Aventure,Fantastique",Paul Feig,L'École du Bien et du Mal
"Wu Renlin, Hai-Qing",https://www.allocine.fr/film/fichefilm-300250/box-office/,133,,Drame,Li Ruijun,Le Retour des hirondelles
"Denis Podalydès,Corinne Masiero",https://www.allocine.fr/film/fichefilm-275608/box-office/,Non valide,256355,Comédie,Benoît Delépine,Effacer l’historique
"Yahya Abdul-Mateen II,Eiza Gonzalez",https://www.allocine.fr/film/fichefilm-240617/box-office/,Non valide,142412,"Action,Thriller",,Ambulance
"Mélanie Laurent,Pio Marmaï,Kacey Mottet Klein",https://www.allocine.fr/film/fichefilm-289305/box-office/,111,,"Comédie,Comédie dramatique,Drame",Christian Duguay,Tempête
"Kevin Bacon,Amanda Seyfried,Avery Tiiu Essex",https://www.allocine.fr/film/fichefilm_gen_cfilm=263671.html,93,,"Epouvante-horreur,Thriller",David Koepp,You Should Have Left
"Audrey Tautou,Guillaume Canet,Loan Longchamp",https://www.allocine.fr/film/fichefilm_gen_cfilm=305625.html,77,,Animation,"Alain Gagnol,Jean-Loup Felicioli",Nina et le secret du hérisson
"Gabriele Silli,Maria Alexandra Lungu,Severino Sperandio",https://www.allocine.fr/film/fichefilm-291823/box-office/,99,,"Aventure,Drame,Historique","Alessio Rigo de Righi,Matteo Zoppis",La Légende du roi crabe
"Mark Rowley,Pekka Strang,Ingrid García-Jonsson",https://www.allocine.fr/film/fichefilm_gen_cfilm=297681.html,111,,"Drame,Historique",Edward Bazalgette,The Last Kingdom : Sept rois doivent mourir
"Tom Mercier,Béatrice Dalle",https://www.allocine.fr/film/fichefilm-280227/box-office/,Non valide,9056,Drame,,La Bête Dans La Jungle
"James Badge Dale,Stephen Root,Joel Courtney",https://www.allocine.fr/film/fichefilm-250838/box-office/,137,,"Epouvante-horreur,Thriller",David Prior,The Empty Man
"Sabrina Ouazani,Michèle Bernier",https://www.allocine.fr/film/fichefilm-288925/box-office/,Non valide,64286,"Comédie,Drame",,Les Folies fermières
"Shaïn Boumedine,Lubna Azabal",https://www.allocine.fr/film/fichefilm-281971/box-office/,Non valide,30866,Drame,,Pour la France
"Nancy Karelle Kenmogne Fondjo,Cécile Tchana",https://www.allocine.fr/film/fichefilm-315397/box-office/,Non valide,462,Drame,,Mambar Pierrette
"Juliette Binoche,Vincent Lindon,Grégoire Colin",https://www.allocine.fr/film/fichefilm-288541/box-office/,116,,"Drame,Romance",Claire Denis,Avec amour et acharnement
"Isak Férriz,Iria del Río,Antonio Buil",https://www.allocine.fr/film/fichefilm_gen_cfilm=297844.html,96,,"Policier,Drame,Thriller",Patxi Amezcua,Infiesto
"John Cena,Alison Brie,Juan Pablo Raba",https://www.allocine.fr/film/fichefilm-298386/box-office/,109,,"Action,Comédie",Pierre Morel,Freelance
"Fabrice Luchini,Catherine Frot,Philippe Katerine",https://www.allocine.fr/film/fichefilm-288192/box-office/,89,,Comédie,Tristan Séguéla,Un homme heureux
"Ayomi Domenica,Loro Bardot,Grace Passô",https://www.allocine.fr/film/fichefilm-302693/box-office/,92,,Drame,Lillah Halla,Levante
 Hai-Qing,https://www.allocine.fr/film/fichefilm-300250/box-office/,Non valide,24402,Drame,,Le Retour des hirondelles
"Vincent Macaigne,Jonathan Cohen,India Hair",https://www.allocine.fr/film/fichefilm-297305/box-office/,106,,Comédie,"Gustave Kervern,Benoît Delépine",En même temps
"Melissa Barrera,Jenna Ortega,Courteney Cox",https://www.allocine.fr/film/fichefilm-300624/box-office/,122,,Epouvante-horreur,"Matt Bettinelli-Olpin,Tyler Gillett",Scream VI
"Rachida Brakni,Anaïde Rozam,Gilbert Melki",https://www.allocine.fr/film/fichefilm-293653/box-office/,94,,Comédie,"Carine May,Hakim Zouhani",La Cour des miracles
